"","Station","Depth","avsyn","sdsyn","avpico","sdpico","avnano","sdnano","avhetero","sdhetero","avpercent","sdpercent","avmixo","sdmixo"
"1","1",17,36529.6658927767,7917.85675038328,13606.1571766703,2686.93938096085,5493.39862104568,1743.61557646732,1156.28846494658,22.873420651004,0.834179896646657,0.0180820613521873,4588.7023448497,440.310035172982
"2","1",3,34084.1082370489,NA,13032.1590318128,NA,6289.71447068881,NA,1649.4731549511,NA,0.831834026109036,NA,5199.06118769806,NA
"3","10",18,14285.7651919673,20031.6360023613,3124.75701618644,4339.04654027968,1673.54415744045,2332.45146848326,509.455165523864,22.8446990312561,0.374608186128666,0.108123912628274,1010.81439414628,137.268799096175
"4","10",3,11649.3285608118,3086.94428002269,1471.3230348266,171.503739196487,606.313859946576,68.5915865935946,432.521308023441,257.23470652282,0.591276107138582,0.0987300565655557,157.652868597982,177.220435543073
"5","10",30,57317.2318837169,14325.3686432709,1240.9301924079,291.537863367526,695.24428682579,205.791350847767,380.007693143834,228.692555608168,0.358429285599097,0.0103494616127221,347.667119010151,114.357053902341
"6","10",40,2489.8734365732,205.779242904683,347.612643942232,342.976134130544,363.780532130995,240.083581248622,145.526794562621,34.2964159572378,0.364299830604178,0.180929101013373,101.060146683972,5.71871821438343
"7","2",15,84152.8638626458,4687.3973658872,5946.24165684181,440.164822898358,5141.8224697291,194.385408627014,761.127234478422,78.4630071932579,0.789843068117603,0.0248372618720709,3350.11273716329,1261.78585043754
"8","2",3,70994.7869067911,7414.62703979531,8703.05504582033,554.502633397281,4798.20117377286,154.357578766247,1034.87309560728,331.555479135431,0.728182008796495,0.00695664317131017,2700.37275707717,68.6649194539939
"9","4",22,189243.515293892,1916.46942716206,6654.0236351321,45.6915343476411,3137.0125833197,45.7571683018183,2065.79556667575,1103.36621104113,0.690840690857125,0.054872904611154,1766.64937448022,62.8427816156437
"10","4",25,88711.8937403333,2801.94843803931,4458.63646165207,314.45537554639,2752.79294304286,28.6077880514955,731.708763528154,28.6058026377162,0.693931547413656,0.0337138907926841,1325.9645968538,57.206220682048
"11","4",3,40897.2647265971,14230.8668905336,4028.08257177794,1885.39605415527,1845.27838396189,857.100986565333,632.630423836407,605.034166418675,0.648104638874275,0.269606169310485,705.393265606034,229.828624412374
"12","6",20,13836.9108680007,14800.820999521,8104.52959208134,10055.2124238332,755.887349715274,748.847517411603,-40.4159830066896,68.6052457333943,-0.00435838409926705,0.151849002630091,291.084334369359,640.313735346938
"13","6",3,493.125368899884,11.4330382250205,2307.9882129785,325.824860357856,598.217630164698,45.7295245208513,92.98030630099,131.494010204465,0.359154929577465,0.507921772401605,412.347445334824,583.147349602407
"14","6",30,6407.0222271713,920.454169644509,35082.9966069035,5448.37002269919,1806.90217930537,371.602984058271,101.067756243077,154.364598842587,0.243956114052434,0.345006045116789,238.517617353304,337.31484932596
"15","6",45,1253.02097408192,91.4594517504472,440.578343414145,28.5810536177898,343.570257424769,62.8786378266717,295.115772668329,97.220285564461,0.482549541555753,0.239885086666954,76.8117476569319,62.8936623441467
"16","7",27,2607.14715039034,565.941954425091,4438.21304409713,903.222745462345,1903.82388878775,451.608811758649,335.552331232131,5.71737532557806,0.580124521072797,0.0268890222347756,970.25811933447,217.250927708544
"17","7",29,3088.12151929279,514.482032091493,1184.3196145022,531.622314203822,711.400621357368,514.47123187608,307.236382193629,251.562553125017,0.398856327771939,0.18933401971049,319.371003348865,440.216263226494
"18","7",3,1665.31968643682,783.862641862851,4268.39338569103,317.31974915237,1891.67565632532,726.074708988692,907.525658370819,728.31185617523,0.634598566695631,0.219223387523497,626.576663979813,285.498239410104
"19","9",3,20600.6038586478,811.451191237869,2049.55499812572,508.845682779757,1786.78966898382,228.709736706385,937.480955325628,349.760008456984,0.589142178610575,0.133687433485723,645.331193978262,5.48464822635433
"20","9",30,56701.3523156887,41253.7843357019,3619.85513640686,3406.37408845834,3913.38396220432,728.6464760529,2199.71915683592,251.542036406771,0.233153494083894,0.160446622684271,1089.82421526425,200.790816725996
"21","X",19,35714.3922698159,7678.39866587479,1160.16163433734,222.979257627949,1362.2789683853,131.51534080268,404.330628534651,160.130102706436,0.63398369103101,0.00101667293363003,921.845238684853,125.852852525284
"22","X",3,14693.0588295492,62.8954502817413,1204.54786221038,22.8643783356107,578.021321494979,51.4482133429293,1245.11734498874,57.1458030470856,0.63657114312553,0.0280470344017085,339.580952950263,125.782110190231
"23","X",30,74239.2850936902,2401.7824029625,1527.95683662288,102.915025557889,3710.75175091279,148.671864075923,347.659653900181,57.1747120751505,0.172580650978909,0.00478886140121353,311.275623278748,17.1471533187336
"24","X",40,4385.61734009556,577.360693787386,448.666814411708,40.0155332496651,610.348579256832,74.3138907372916,226.390081387104,11.4370364316453,0.207466150971983,0.0369105374733602,84.8966721050332,28.5850944759632
